word_en	pos_en	word_sr	word_sr_full	reflexive	pos_sr	lemma_sr	gt_PoS_valid	gt_lemma_valid	gt_valid
cruelty	NOUN	okrutnost	okrutnost	0	NOUN	okrutnost	True	True	True
crumble	VERB			0	VERB		True	False	False
crunch	NOUN	krckanje	krckanje	0	NOUN	krckanje	True	True	True
crunch	VERB	krckanje	krckanje	0	VERB		True	False	False
crusade	NOUN	krstaški rat	krstaški rat	0	MWE		True	False	False
crusade	VERB	krstaški rat	krstaški rat	0	MWE		True	False	False
crush	VERB	slomiti	slomiti	0	VERB	slomiti	True	True	True
crushed	ADJ	zgnječen	zgnječen	0	ADJ	zgnječen	True	True	True
crushing	ADJ	drobljenje	drobljenje	0	ADJ		True	False	False
crushing	NOUN	drobljenje	drobljenje	0	NOUN	drobljenje	True	True	True
crusty	ADJ	hrskava	hrskava	0	ADJ	hrskav	True	False	False
cry	NOUN	plakati	plakati	0	NOUN	plakata	True	False	False
cry	VERB	plakati	plakati	0	VERB	plakati	True	True	True
crying	ADJ	plačući	plačući	0	ADJ	plačući	True	True	True
crying	NOUN	plačući	plačući	0	NOUN		True	False	False
crypt	NOUN	kripta	kripta	0	NOUN	kripta	True	True	True
cube	NOUN	kocka	kocka	0	NOUN	kocka	True	True	True
cube	VERB	kocka	kocka	0	VERB	kockati	True	False	False
cuckold	NOUN	rogonja	rogonja	0	NOUN	rogonja	True	True	True
cuckold	VERB	rogonja	rogonja	0	VERB		True	False	False
cuddle	NOUN	zagrljaj	zagrljaj	0	NOUN	zagrljaj	True	True	True
cuddle	VERB	zagrljaj	zagrljaj	0	VERB		True	False	False
cue	NOUN	cue	cue	0	NOUN		True	False	False
cue	VERB	cue	cue	0	VERB		True	False	False
culinary	ADJ	kulinarski	kulinarski	0	ADJ	kulinarski	True	True	True
cult	NOUN	kult	kult	0	NOUN	kult	True	True	True
cultivate	VERB	kultivisati	kultivisati	0	VERB	kultivisati	True	True	True
cumbersome	ADJ	glomazan	glomazan	0	ADJ	glomazan	True	True	True
cup	VERB	čaša	čaša	0	VERB		True	False	False
cupping	NOUN	cupping	cupping	0	NOUN		True	False	False
cur	NOUN	cur	cur	0	NOUN		True	False	False
curable	ADJ	izlečiv	izlečiv	0	ADJ	izlečiv	True	True	True
curiosity	NOUN	radoznalost	radoznalost	0	NOUN	radoznalost	True	True	True
curse	NOUN	prokletstvo	prokletstvo	0	NOUN	prokletstvo	True	True	True
curse	VERB	prokletstvo	prokletstvo	0	VERB		True	False	False
cursed	ADJ	proklet	proklet	0	ADJ	proklet	True	True	True
cuss	VERB			0	VERB		True	False	False
cussed	ADJ	psovao	psovao	0	ADJ		True	False	False
custodian	NOUN	čuvar	čuvar	0	NOUN	čuvar	True	True	True
custody	NOUN	starateljstvo	starateljstvo	0	NOUN	starateljstvo	True	True	True
cut	VERB	rezati	rezati	0	VERB	rezati	True	True	True
cutter	NOUN	rezač	rezač	0	NOUN	rezač	True	True	True
cutthroat	ADJ	kobnik	kobnik	0	ADJ		True	False	False
cutthroat	NOUN	kobnik	kobnik	0	NOUN		True	False	False
cutting	ADJ	sečenje	sečenje	0	ADJ		True	False	False
cutting	NOUN	sečenje	sečenje	0	NOUN	sečenje	True	True	True
cyanide	NOUN	cijanid	cijanid	0	NOUN	cijanid	True	True	True
cyclone	NOUN	ciklon	ciklon	0	NOUN	ciklon	True	True	True
cyst	NOUN	cista	cista	0	NOUN	cista	True	True	True
cystic	ADJ	cistična	cistična	0	ADJ		True	False	False
cytomegalovirus	NOUN	citomegalovirus	citomegalovirus	0	NOUN		True	False	False
dabble	VERB	dabble	dabble	0	VERB		True	False	False
daemon	NOUN	demon	demon	0	NOUN	demon	True	True	True
daft	ADJ	daft	daft	0	ADJ		True	False	False
dagger	NOUN	bodež	bodež	0	NOUN	bodež	True	True	True
daily	ADJ	dnevno	dnevno	0	ADJ	dnevni	True	False	False
daily	ADV	dnevno	dnevno	0	ADV	dnevno	True	True	True
daily	NOUN	dnevno	dnevno	0	NOUN		True	False	False
damage	NOUN	oštećenja	oštećenja	0	NOUN	oštećenje	True	False	False
damage	VERB	oštećenja	oštećenja	0	VERB		True	False	False
damages	NOUN	štete	štete	0	NOUN	šteta	True	False	False
dame	NOUN	dame	dame	0	NOUN	dama	True	False	False
damn	ADJ	prokleti	prokleti	0	ADJ	proklet	True	False	False
damn	ADV	prokleti	prokleti	0	ADV		True	False	False
damn	NOUN	prokleti	prokleti	0	NOUN		True	False	False
damn	VERB	prokleti	prokleti	0	VERB	prokleti	True	True	True
damnation	NOUN	prokletstvo	prokletstvo	0	NOUN	prokletstvo	True	True	True
dance	NOUN	plesati	plesati	0	NOUN		True	False	False
dance	VERB	plesati	plesati	0	VERB	plesati	True	True	True
dandy	ADJ	dandi	dandi	0	ADJ		True	False	False
dandy	NOUN	dandi	dandi	0	NOUN		True	False	False
danger	NOUN	opasnost	opasnost	0	NOUN	opasnost	True	True	True
dangerous	ADJ	opasno	opasno	0	ADJ	opasan	True	False	False
dank	ADJ	dank	dank	0	ADJ		True	False	False
dare	NOUN	usuditi	usuditi se	1	NOUN		True	False	False
dare	VERB	usuditi	usuditi se	1	VERB	usuditi	True	True	True
dark	ADJ	mračno	mračno	0	ADJ	mračan	True	False	False
dark	NOUN	mračno	mračno	0	NOUN		True	False	False
darken	VERB	potamniti	potamniti	0	VERB	potamniti	True	True	True
darkened	ADJ	potamnelo	potamnelo	0	ADJ	potamneo	True	False	False
darkness	NOUN	mrak	mrak	0	NOUN	mrak	True	True	True
darling	ADJ	draga	draga	0	ADJ	drag	True	False	False
darling	NOUN	draga	draga	0	NOUN		True	False	False
dart	NOUN	dart	dart	0	NOUN		True	False	False
dart	VERB	dart	dart	0	VERB		True	False	False
dash	VERB	crtica	crtica	0	VERB		True	False	False
dashed	ADJ	isprekidana	isprekidana	0	ADJ	isprekidan	True	False	False
dastardly	ADJ	podlo	podlo	0	ADJ		True	False	False
daughter	NOUN	kćeri	kćeri	0	NOUN	kćer	True	False	False
dawn	NOUN	zora	zora	0	NOUN	zora	True	True	True
dawn	VERB	zora	zora	0	VERB		True	False	False
deacon	NOUN	đakon	đakon	0	NOUN	đakon	True	True	True
deadly	ADJ	smrtonosna	smrtonosna	0	ADJ	smrtonosan	True	False	False
deadly	ADV	smrtonosna	smrtonosna	0	ADV		True	False	False
deal	NOUN	dogovor	dogovor	0	NOUN	dogovor	True	True	True
deal	VERB	dogovor	dogovor	0	VERB		True	False	False
dealings	NOUN	poslovima	poslovima	0	NOUN	posao	True	False	False
death	NOUN	smrti	smrti	0	NOUN	smrt	True	False	False
debacle	NOUN	debakl	debakl	0	NOUN	debakl	True	True	True
debauchery	NOUN	razvrat	razvrat	0	NOUN	razvrat	True	True	True
debenture	NOUN	zadužnica	zadužnica	0	NOUN		True	False	False
debris	NOUN	ruševine	ruševine	0	NOUN	ruševina	True	False	False
debt	NOUN	dug	dug	0	NOUN	dug	True	True	True
decay	NOUN	propadanje	propadanje	0	NOUN	propadanje	True	True	True
decay	VERB	propadanje	propadanje	0	VERB		True	False	False
decayed	ADJ	raspao	raspao	0	ADJ		True	False	False
decease	VERB			0	VERB		True	False	False
deceased	ADJ	pokojnika	pokojnika	0	ADJ		True	False	False
deceased	NOUN	pokojnika	pokojnika	0	NOUN	pokojnik	True	False	False
deceit	NOUN	prevara	prevara	0	NOUN	prevara	True	True	True
deceitful	ADJ	lažljiv	lažljiv	0	ADJ	lažljiv	True	True	True
deceive	VERB	prevariti	prevariti	0	VERB	prevariti	True	True	True
decompose	VERB	razložiti	razložiti	0	VERB	razložiti	True	True	True
decomposition	NOUN	razlaganje	razlaganje	0	NOUN	razlaganje	True	True	True
decoy	NOUN	mamac	mamac	0	NOUN	mamac	True	True	True
decoy	VERB	mamac	mamac	0	VERB		True	False	False
decry	VERB	osuditi	osuditi	0	VERB	osuditi	True	True	True
deed	NOUN	delo	delo	0	NOUN	delo	True	True	True
defamation	NOUN	kleveta	kleveta	0	NOUN	kleveta	True	True	True
defamatory	ADJ	klevetnički	klevetnički	0	ADJ	klevetnički	True	True	True
default	NOUN	uobičajeno	uobičajeno	0	NOUN		True	False	False
default	VERB	uobičajeno	uobičajeno	0	VERB	uobičajiti	True	False	False
defeat	VERB	poraz	poraz	0	VERB		True	False	False
defeated	ADJ	poraženi	poraženi	0	ADJ	poražen	True	False	False
defeated	NOUN	poraženi	poraženi	0	NOUN		True	False	False
defect	NOUN	defekt	defekt	0	NOUN	defekt	True	True	True
defect	VERB	defekt	defekt	0	VERB		True	False	False
defection	NOUN	prebeg	prebeg	0	NOUN	prebeg	True	True	True
defective	ADJ	neispravan	neispravan	0	ADJ	neispravan	True	True	True
defend	VERB	braniti	braniti	0	VERB	braniti	True	True	True
defendant	NOUN	okrivljeni	okrivljeni	0	NOUN		True	False	False
defender	NOUN	branilac	branilac	0	NOUN	branilac	True	True	True
defense	NOUN	odbrana	odbrana	0	NOUN	odbrana	True	True	True
defenseless	ADJ	bespomoćan	bespomoćan	0	ADJ	bespomoćan	True	True	True
defenseless	ADV	bespomoćan	bespomoćan	0	ADV		True	False	False
deference	NOUN	poštovanje	poštovanje	0	NOUN	poštovanje	True	True	True
defiance	NOUN	prkos	prkos	0	NOUN	prkos	True	True	True
defiant	ADJ	prkosan	prkosan	0	ADJ	prkosan	True	True	True
definitive	ADJ	definitivnog	definitivnog	0	ADJ	definitivan	True	False	False
deflate	VERB	ispuhati	ispuhati	0	VERB	ispuhati	True	True	True
deflation	NOUN	deflacija	deflacija	0	NOUN	deflacija	True	True	True
deform	VERB	deformisati	deformisati	0	VERB	deformisati	True	True	True
deformed	ADJ	deformisana	deformisana	0	ADJ	deformisan	True	False	False
deformity	NOUN	deformitet	deformitet	0	NOUN	deformitet	True	True	True
defraud	VERB	prevara	prevara	0	VERB		True	False	False
defunct	ADJ	ugašeni	ugašeni	0	ADJ	ugašen	True	False	False
defy	VERB	prkositi	prkositi	0	VERB	prkositi	True	True	True
degeneracy	NOUN	degeneracija	degeneracija	0	NOUN	degeneracija	True	True	True
degrade	VERB	degradirati	degradirati	0	VERB	degradirati	True	True	True
degrading	ADJ	ponižavajuće	ponižavajuće	0	ADJ	ponižavajući	True	False	False
delay	NOUN	kašnjenje	kašnjenje	0	NOUN	kašnjenje	True	True	True
delay	VERB	kašnjenje	kašnjenje	0	VERB		True	False	False
delegate	NOUN	delegat	delegat	0	NOUN	delegat	True	True	True
delegate	VERB	delegat	delegat	0	VERB		True	False	False
deleterious	ADJ	štetan	štetan	0	ADJ	štetan	True	True	True
delicious	ADJ	ukusno	ukusno	0	ADJ	ukusan	True	False	False
delicious	NOUN	ukusno	ukusno	0	NOUN		True	False	False
delight	NOUN	slast	slast	0	NOUN	slast	True	True	True
delight	VERB	slast	slast	0	VERB		True	False	False
delighted	ADJ	oduševljen	oduševljen	0	ADJ	oduševljen	True	True	True
delightful	ADJ	divan	divan	0	ADJ	divan	True	True	True
delinquent	ADJ	delikvent	delikvent	0	ADJ		True	False	False
delinquent	NOUN	delikvent	delikvent	0	NOUN		True	False	False
delirious	ADJ	delirious	delirious	0	ADJ		True	False	False
delirium	NOUN	bunilo	bunilo	0	NOUN	bunilo	True	True	True
deliverance	NOUN	izbavljenje	izbavljenje	0	NOUN	izbavljenje	True	True	True
delivery	NOUN	isporuka	isporuka	0	NOUN	isporuka	True	True	True
deluge	NOUN	potop	potop	0	NOUN	potop	True	True	True
deluge	VERB	potop	potop	0	VERB		True	False	False
delusion	NOUN	zabluda	zabluda	0	NOUN	zabluda	True	True	True
delusional	ADJ	zabluda	zabluda	0	ADJ		True	False	False
demand	NOUN	potražnja	potražnja	0	NOUN	potražnja	True	True	True
demand	VERB	potražnja	potražnja	0	VERB		True	False	False
demented	ADJ	dementan	dementan	0	ADJ	dementan	True	True	True
dementia	NOUN	demencija	demencija	0	NOUN	demencija	True	True	True
demise	NOUN	propast	propast	0	NOUN	propast	True	True	True
demise	VERB	propast	propast	0	VERB		True	False	False
demolish	VERB	rušiti	rušiti	0	VERB	rušiti	True	True	True
demon	NOUN	demon	demon	0	NOUN	demon	True	True	True
demonic	ADJ	demonski	demonski	0	ADJ	demonski	True	True	True
demonstrative	ADJ	demonstrativna	demonstrativna	0	ADJ	demonstrativan	True	False	False
demonstrative	NOUN	demonstrativna	demonstrativna	0	NOUN		True	False	False
demoralize	VERB			0	VERB		True	False	False
demoralized	ADJ	demoralisani	demoralisani	0	ADJ	demoralisan	True	False	False
denounce	VERB	denuncirati	denuncirati	0	VERB	denuncirati	True	True	True
dentistry	NOUN	stomatologije	stomatologije	0	NOUN	stomatologija	True	False	False
denunciation	NOUN	denuncijacija	denuncijacija	0	NOUN	denuncijacija	True	True	True
deny	VERB	negirati	negirati	0	VERB	negirati	True	True	True
depart	VERB	otputovati	otputovati	0	VERB	otputovati	True	True	True
departed	ADJ	otputovao	otputovao	0	ADJ		True	False	False
departed	NOUN	otputovao	otputovao	0	NOUN		True	False	False
departure	NOUN	odlazak	odlazak	0	NOUN	odlazak	True	True	True
depend	VERB	zavisiti	zavisiti	0	VERB	zavisiti	True	True	True
dependence	NOUN	zavisnost	zavisnost	0	NOUN	zavisnost	True	True	True
dependent	ADJ	zavisan	zavisan	0	ADJ	zavisan	True	True	True
dependent	NOUN	zavisan	zavisan	0	NOUN		True	False	False
deplorable	ADJ	žalosno	žalosno	0	ADJ		True	False	False
deplore	VERB	žaliti	žaliti	0	VERB	žaliti	True	True	True
deport	VERB	deportovati	deportovati	0	VERB	deportovati	True	True	True
deportation	NOUN	deportacija	deportacija	0	NOUN	deportacija	True	True	True
depository	NOUN	depozitar	depozitar	0	NOUN	depozitar	True	True	True
deprave	VERB			0	VERB		True	False	False
depraved	ADJ	razvratni	razvratni	0	ADJ	razvratan	True	False	False
depravity	NOUN	izopačenost	izopačenost	0	NOUN	izopačenost	True	True	True
depreciate	VERB	amortizovati	amortizovati	0	VERB	amortizovati	True	True	True
depreciation	NOUN	amortizacija	amortizacija	0	NOUN	amortizacija	True	True	True
depress	VERB	depresija	depresija	0	VERB		True	False	False
depressed	ADJ	depresivan	depresivan	0	ADJ	depresivan	True	True	True
depressing	ADJ	depresivno	depresivno	0	ADJ	depresivan	True	False	False
depression	NOUN	depresija	depresija	0	NOUN	depresija	True	True	True
depressive	NOUN	depresivno	depresivno	0	NOUN		True	False	False
deprivation	NOUN	lišavanje	lišavanje	0	NOUN	lišavanje	True	True	True
depth	NOUN	dubina	dubina	0	NOUN	dubina	True	True	True
deputy	NOUN	zamenik	zamenik	0	NOUN	zamenik	True	True	True
derange	VERB			0	VERB		True	False	False
deranged	ADJ	poremećen	poremećen	0	ADJ	poremećen	True	True	True
derision	NOUN	podsmeh	podsmeh	0	NOUN	podsmeh	True	True	True
dermatologist	NOUN	dermatolog	dermatolog	0	NOUN	dermatolog	True	True	True
derogation	NOUN	derogacija	derogacija	0	NOUN	derogacija	True	True	True
derogatory	ADJ	pogrdno	pogrdno	0	ADJ	pogrdan	True	False	False
descent	NOUN	silazak	silazak	0	NOUN	silazak	True	True	True
desecration	NOUN	skrnavljenje	skrnavljenje	0	NOUN	skrnavljenje	True	True	True
desert	NOUN	pustinja	pustinja	0	NOUN	pustinja	True	True	True
desert	VERB	pustinja	pustinja	0	VERB		True	False	False
deserted	ADJ	napušten	napušten	0	ADJ	napušten	True	True	True
deserve	VERB	zaslužuju	zaslužuju	0	VERB	zasluživati	True	False	False
designation	NOUN	oznaka	oznaka	0	NOUN	oznaka	True	True	True
desist	VERB	odustati	odustati	0	VERB	odustati	True	True	True
desolation	NOUN	pustoš	pustoš	0	NOUN	pustoš	True	True	True
despair	NOUN	očajanje	očajanje	0	NOUN	očajanje	True	True	True
despair	VERB	očajanje	očajanje	0	VERB		True	False	False
despairing	ADJ	očajavajući	očajavajući	0	ADJ		True	False	False
despicable	ADJ	prezira	prezira	0	ADJ		True	False	False
despise	VERB	prezirati	prezirati	0	VERB	prezirati	True	True	True
despotic	ADJ	despotski	despotski	0	ADJ	despotski	True	True	True
despotism	NOUN	despotizam	despotizam	0	NOUN	despotizam	True	True	True
destination	NOUN	odredište	odredište	0	NOUN	odredište	True	True	True
destine	VERB			0	VERB		True	False	False
destined	ADJ	predodređeno	predodređeno	0	ADJ	predodređen	True	False	False
destitute	ADJ	siromašan	siromašan	0	ADJ	siromašan	True	True	True
destroy	VERB			0	VERB		True	False	False
destroyed	ADJ	uništena	uništena	0	ADJ	uništen	True	False	False
destroyer	NOUN	razarač	razarač	0	NOUN	razarač	True	True	True
destruction	NOUN	uništenje	uništenje	0	NOUN	uništenje	True	True	True
destructive	ADJ	destruktivni	destruktivni	0	ADJ	destruktivan	True	False	False
detainee	NOUN	pritvorenik	pritvorenik	0	NOUN	pritvorenik	True	True	True
detention	NOUN	pritvora	pritvora	0	NOUN	pritvor	True	False	False
deteriorate	VERB	pogoršati	pogoršati	0	VERB	pogoršati	True	True	True
deterioration	NOUN	pogoršanje stanja	pogoršanje stanja	0	MWE		True	False	False
determinate	ADJ	odlučan	odlučan	0	ADJ	odlučan	True	True	True
determination	NOUN	odlučnost	odlučnost	0	NOUN	odlučnost	True	True	True
detest	VERB	mrziti	mrziti	0	VERB	mrziti	True	True	True
detonate	VERB	detonirati	detonirati	0	VERB	detonirati	True	True	True
detonation	NOUN	detonacija	detonacija	0	NOUN	detonacija	True	True	True
detract	VERB	umanjiti	umanjiti	0	VERB	umanjiti	True	True	True
devastate	VERB	opustošiti	opustošiti	0	VERB	opustošiti	True	True	True
devastating	ADJ	poražavajuće	poražavajuće	0	ADJ	poražavajući	True	False	False
devastating	VERB	poražavajuće	poražavajuće	0	VERB		True	False	False
devastation	NOUN	pustoš	pustoš	0	NOUN	pustoš	True	True	True
develop	VERB	razviti	razviti	0	VERB	razviti	True	True	True
deviation	NOUN	odstupanje	odstupanje	0	NOUN	odstupanje	True	True	True
devil	NOUN	đavola	đavola	0	NOUN	đavo	True	False	False
devil	VERB	đavola	đavola	0	VERB		True	False	False
devilish	ADJ	đavolski	đavolski	0	ADJ	đavolski	True	True	True
devilish	ADV	đavolski	đavolski	0	ADV		True	False	False
devotional	ADJ	predano	predano	0	ADJ	predan	True	False	False
devotional	NOUN	predano	predano	0	NOUN		True	False	False
devout	ADJ	pobožan	pobožan	0	ADJ	pobožan	True	True	True
diabolical	ADJ	đavolski	đavolski	0	ADJ	đavolski	True	True	True
diagnosis	NOUN	dijagnoza	dijagnoza	0	NOUN	dijagnoza	True	True	True
diamond	NOUN	dijamant	dijamant	0	NOUN	dijamant	True	True	True
diaper	NOUN	pelena	pelena	0	NOUN	pelena	True	True	True
diarrhoea	NOUN	dijareja	dijareja	0	NOUN	dijareja	True	True	True
diary	NOUN	dnevnik	dnevnik	0	NOUN	dnevnik	True	True	True
diatribe	NOUN	dijatriba	dijatriba	0	NOUN	dijatriba	True	True	True
dictator	NOUN	diktator	diktator	0	NOUN	diktator	True	True	True
dictatorial	ADJ	diktatorski	diktatorski	0	ADJ	diktatorski	True	True	True
dictatorship	NOUN	diktature	diktature	0	NOUN	diktatura	True	False	False
dictionary	NOUN	rečnik	rečnik	0	NOUN	rečnik	True	True	True
dictum	NOUN	dictum	dictum	0	NOUN		True	False	False
die	NOUN	umreti	umreti	0	NOUN		True	False	False
die	VERB	umreti	umreti	0	VERB	umreti	True	True	True
dietary	ADJ	dijetetski	dijetetski	0	ADJ	dijetetski	True	True	True
dietary	NOUN	dijetetski	dijetetski	0	NOUN		True	False	False
differential	ADJ	diferencijalni	diferencijalni	0	ADJ		True	False	False
differential	NOUN	diferencijalni	diferencijalni	0	NOUN		True	False	False
differently	ADV	drugačije	drugačije	0	ADV	drugačije	True	True	True
difficult	ADJ	teško	teško	0	ADJ	težak	True	False	False
difficulty	NOUN	teškoća	teškoća	0	NOUN	teškoća	True	True	True
digit	NOUN	cifra	cifra	0	NOUN	cifra	True	True	True
dignity	NOUN	dostojanstvo	dostojanstvo	0	NOUN	dostojanstvo	True	True	True
digress	VERB	digresija	digresija	0	VERB		True	False	False
dike	NOUN	dike	dike	0	NOUN	dika	True	False	False
dike	VERB	dike	dike	0	VERB		True	False	False
dilapidate	VERB			0	VERB		True	False	False
dilapidated	ADJ	oronulo	oronulo	0	ADJ	oronuo	True	False	False
diligence	NOUN	marljivost	marljivost	0	NOUN	marljivost	True	True	True
diminish	VERB	umanjiti	umanjiti	0	VERB	umanjiti	True	True	True
dinosaur	NOUN	dinosaurus	dinosaurus	0	NOUN	dinosaurus	True	True	True
diplomacy	NOUN	diplomatije	diplomatije	0	NOUN	diplomatija	True	False	False
diplomatic	ADJ	diplomatski	diplomatski	0	ADJ	diplomatski	True	True	True
dire	ADJ	strašno	strašno	0	ADJ	strašan	True	False	False
director	NOUN	direktor	direktor	0	NOUN	direktor	True	True	True
dirt	ADJ	prljavština	prljavština	0	ADJ		True	False	False
dirt	NOUN	prljavština	prljavština	0	NOUN	prljavština	True	True	True
dirty	ADJ	prljavo	prljavo	0	ADJ	prljav	True	False	False
dirty	VERB	prljavo	prljavo	0	VERB		True	False	False
disability	NOUN	invalidnost	invalidnost	0	NOUN	invalidnost	True	True	True
disable	VERB	onemogućiti	onemogućiti	0	VERB	onemogućiti	True	True	True
disabled	ADJ	onesposobljeni	onesposobljeni	0	ADJ	onesposobljen	True	False	False
disabled	NOUN	onesposobljeni	onesposobljeni	0	NOUN		True	False	False
disagree	VERB	ne slazem se	ne slazem se	0	MWE		True	False	False
disagreement	NOUN	neslaganje	neslaganje	0	NOUN	neslaganje	True	True	True
disallow	VERB	disallov	disallov	0	VERB		True	False	False
disappear	VERB	nestati	nestati	0	VERB	nestati	True	True	True
disappoint	VERB	razočarati	razočarati	0	VERB	razočarati	True	True	True
disappointed	ADJ	razočaran	razočaran	0	ADJ	razočaran	True	True	True
disappointing	ADJ	razočaravajuće	razočaravajuće	0	ADJ	razočaravajući	True	False	False
disappointment	NOUN	razočaranje	razočaranje	0	NOUN	razočaranje	True	True	True
disapproval	NOUN	neodobravanje	neodobravanje	0	NOUN	neodobravanje	True	True	True
disapprove	VERB	ne odobravam	ne odobravam	0	MWE		True	False	False
disapproving	ADJ	neodobravajući	neodobravajući	0	ADJ		True	False	False
disaster	NOUN	katastrofa	katastrofa	0	NOUN	katastrofa	True	True	True
disastrous	ADJ	pogubno	pogubno	0	ADJ	poguban	True	False	False
disciple	NOUN	učenik	učenik	0	NOUN	učenik	True	True	True
discipline	NOUN	disciplina	disciplina	0	NOUN	disciplina	True	True	True
discipline	VERB	disciplina	disciplina	0	VERB		True	False	False
disclaim	VERB	odreći	odreći se	1	VERB	odreći	True	True	True
disclose	VERB	otkriti	otkriti	0	VERB	otkriti	True	True	True
disclosed	ADJ	otkriveno	otkriveno	0	ADJ	otkriven	True	False	False
discolor	VERB			0	VERB		True	False	False
discoloration	NOUN	promena boje	promena boje	0	MWE		True	False	False
discomfort	NOUN	nelagodnost	nelagodnost	0	NOUN	nelagodnost	True	True	True
disconnect	NOUN	prekinuti vezu	prekinuti vezu	0	MWE		True	False	False
disconnect	VERB	prekinuti vezu	prekinuti vezu	0	MWE		True	False	False
disconnected	ADJ	isključen	isključen	0	ADJ	isključen	True	True	True
discontent	ADJ	nezadovoljstvo	nezadovoljstvo	0	ADJ		True	False	False
discontent	NOUN	nezadovoljstvo	nezadovoljstvo	0	NOUN	nezadovoljstvo	True	True	True
discontent	VERB	nezadovoljstvo	nezadovoljstvo	0	VERB		True	False	False
discontinuity	NOUN	diskontinuitet	diskontinuitet	0	NOUN	diskontinuitet	True	True	True
discord	NOUN	razdor	razdor	0	NOUN	razdor	True	True	True
discord	VERB	razdor	razdor	0	VERB		True	False	False
discourage	VERB	obeshrabriti	obeshrabriti	0	VERB	obeshrabriti	True	True	True
discreet	ADJ	diskretan	diskretan	0	ADJ	diskretan	True	True	True
discretion	NOUN	diskrecija	diskrecija	0	NOUN	diskrecija	True	True	True
discriminate	ADJ	diskriminisati	diskriminisati	0	ADJ		True	False	False
discriminate	VERB	diskriminisati	diskriminisati	0	VERB	diskriminisati	True	True	True
discriminating	ADJ	diskriminišući	diskriminišući	0	ADJ	diskriminišući	True	True	True
discrimination	NOUN	diskriminacija	diskriminacija	0	NOUN	diskriminacija	True	True	True
disdain	NOUN	prezir	prezir	0	NOUN	prezir	True	True	True
disdain	VERB	prezir	prezir	0	VERB		True	False	False
disease	NOUN	bolest	bolest	0	NOUN	bolest	True	True	True
diseased	ADJ	oboleli	oboleli	0	ADJ	oboleo	True	False	False
disembodied	ADJ	bestelesan	bestelesan	0	ADJ	bestelesan	True	True	True
disembody	VERB			0	VERB		True	False	False
disfigure	VERB			0	VERB		True	False	False
disfigured	ADJ	unakažena	unakažena	0	ADJ	unakažen	True	False	False
disgrace	NOUN	sramota	sramota	0	NOUN	sramota	True	True	True
disgrace	VERB	sramota	sramota	0	VERB		True	False	False
disgraced	ADJ	obeščašćeni	obeščašćeni	0	ADJ	obeščašćen	True	False	False
disgraceful	ADJ	sramotno	sramotno	0	ADJ	sramotan	True	False	False
disgruntle	VERB			0	VERB		True	False	False
disgruntled	ADJ	nezadovoljan	nezadovoljan	0	ADJ	nezadovoljan	True	True	True
disgust	NOUN	gađenje	gađenje	0	NOUN	gađenje	True	True	True
disgust	VERB	gađenje	gađenje	0	VERB		True	False	False
disgusting	ADJ	odvratan	odvratan	0	ADJ	odvratan	True	True	True
dishearten	VERB			0	VERB		True	False	False
disheartened	ADJ	obeshrabren	obeshrabren	0	ADJ	obeshrabren	True	True	True
disheartening	ADJ	obeshrabrujuće	obeshrabrujuće	0	ADJ	obeshrabrujući	True	False	False
dishonest	ADJ	nepošten	nepošten	0	ADJ	nepošten	True	True	True
dishonesty	NOUN	nepoštenje	nepoštenje	0	NOUN	nepoštenje	True	True	True
dishonor	NOUN	obeščašćenje	obeščašćenje	0	NOUN		True	False	False
dishonor	VERB	obeščašćenje	obeščašćenje	0	VERB		True	False	False
disillusionment	NOUN	razočaranje	razočaranje	0	NOUN	razočaranje	True	True	True
disinformation	NOUN	dezinformacije	dezinformacije	0	NOUN	dezinformacija	True	False	False
disingenuous	ADJ	neiskren	neiskren	0	ADJ	neiskren	True	True	True
disintegrate	VERB	raspasti	raspasti se	1	VERB	raspasti	True	True	True
dislike	NOUN	nesviđanje	nesviđanje	0	NOUN		True	False	False
dislike	VERB	nesviđanje	nesviđanje	0	VERB		True	False	False
disliked	ADJ	ne sviđa se	ne sviđa se	0	MWE		True	False	False
dislocate	VERB			0	VERB		True	False	False
dislocated	ADJ	dislociran	dislociran	0	ADJ	dislociran	True	True	True
dismal	ADJ	turobno	turobno	0	ADJ	turoban	True	False	False
dismay	NOUN	užasnutost	užasnutost	0	NOUN	užasnutost	True	True	True
dismay	VERB	užasnutost	užasnutost	0	VERB		True	False	False
dismemberment	NOUN	rasparčavanje	rasparčavanje	0	NOUN	rasparčavanje	True	True	True
dismissal	NOUN	otpuštanje	otpuštanje	0	NOUN	otpuštanje	True	True	True
disobedience	NOUN	neposlušnost	neposlušnost	0	NOUN	neposlušnost	True	True	True
disobedient	ADJ	neposlušan	neposlušan	0	ADJ	neposlušan	True	True	True
disobey	VERB	ne poslušati	ne poslušati	0	MWE		True	False	False
disorder	NOUN	poremećaj	poremećaj	0	NOUN	poremećaj	True	True	True
disorder	VERB	poremećaj	poremećaj	0	VERB		True	False	False
disparage	VERB	omalovažavanje	omalovažavanje	0	VERB		True	False	False
disparaging	ADJ	potcenjivački	potcenjivački	0	ADJ	potcenjivački	True	True	True
disparity	NOUN	disparitet	disparitet	0	NOUN	disparitet	True	True	True
dispassionate	ADJ	nepristrasan	nepristrasan	0	ADJ		True	False	False
dispel	VERB	raspršiti	raspršiti	0	VERB	raspršiti	True	True	True
