word_en	pos_en	word_sr	pos_sr	word_sr_1	pos_sr_1	word_sr_2	pos_sr_2	word_sr_3	pos_sr_3	word_sr_full	reflexive	lemma_sr	gpt_PoS_valid	gpt_lemma_valid	gpt_valid
compress	VERB	kompresovati	VERB	kompresovati	VERB	stisnuti	VERB	stisnuti	VERB	kompresovati	0	kompresovati	True	True	True
comptroller	NOUN	kontrolor	NOUN	kontrolor	NOUN	kontrolor	NOUN	kontrolor	NOUN	kontrolor	0	kontrolor	True	True	True
compulsion	NOUN	prisila	NOUN	prisila	NOUN	prisila	NOUN	prinuda	NOUN	prisila	0	prisila	True	True	True
comrade	NOUN	drug	NOUN	drug	NOUN	drug	NOUN	drug	NOUN	drug	0	drug	True	True	True
conceal	VERB	sakriti	VERB	sakriti	VERB	sakriti	VERB	sakriti	VERB	sakriti	0	sakriti	True	True	True
concealed	ADJ	skriven	ADJ	skriven	ADJ	sakriven	ADJ	sakriven	ADJ	skriven	0	skriven	True	True	True
concealment	NOUN	skrivanje	NOUN	skrivanje	NOUN	skrivanje	NOUN	skrivanje	NOUN	skrivanje	0	skrivanje	True	True	True
concern	VERB	brinuti	VERB	brinuti se	VERB	zabrinuti	VERB	zabrinuti	VERB	brinuti	0	brinuti	True	True	True
concerned	ADJ	zabrinut	ADJ	zabrinut	ADJ	zabrinut	ADJ	zabrinut	ADJ	zabrinut	0	zabrinut	True	True	True
conciliation	NOUN	pomirenje	NOUN	pomirenje	NOUN	pomirenje	NOUN	pomirenje	NOUN	pomirenje	0	pomirenje	True	True	True
concord	NOUN	sloga	NOUN	sloga	NOUN	saglasnost	NOUN	saglasnost	NOUN	sloga	0	sloga	True	True	True
concord	VERB	suglasiti	VERB	suglasiti se	VERB	biti saglasan	VERB	uskladiti	VERB	suglasiti	0		True	False	False
concordance	NOUN	saglasnost	NOUN	saglasnost	NOUN	saglasnost	NOUN	saglasnost	NOUN	saglasnost	0	saglasnost	True	True	True
concussion	NOUN	potres mozga	MWE	potres mozga	NOUN	potres mozga	NOUN	potres mozga	NOUN	potres mozga	0		True	False	False
condemn	VERB	osuditi	VERB	osuditi	VERB	osuditi	VERB	osuditi	VERB	osuditi	0	osuditi	True	True	True
condemnation	NOUN	osuda	NOUN	osuda	NOUN	osuda	NOUN	osuda	NOUN	osuda	0	osuda	True	True	True
condescension	NOUN	prezirom	NOUN	prezirom	NOUN	prezirovanje	NOUN	prezirovitost	NOUN	prezirom	0	prezir	True	False	False
condolence	NOUN	saučešće	NOUN	saučešće	NOUN	saučešće	NOUN	saučešće	NOUN	saučešće	0	saučešće	True	True	True
confederate	ADJ	saveznički	ADJ	saveznički	ADJ	saveznik	ADJ	saveznički	ADJ	saveznički	0	saveznički	True	True	True
confederate	NOUN	saveznik	NOUN	saveznik	NOUN	saveznik	NOUN	saveznik	NOUN	saveznik	0	saveznik	True	True	True
confederate	VERB	udružiti	VERB	saveznički	ADJ	udružiti se	VERB	konfederirati	VERB	udružiti	0	udružiti	True	True	True
confess	VERB	priznati	VERB	priznati	VERB	priznati	VERB	priznati	VERB	priznati	0	priznati	True	True	True
confession	NOUN	priznanje	NOUN	priznanje	NOUN	priznanje	NOUN	priznanje	NOUN	priznanje	0	priznanje	True	True	True
confessional	NOUN	ispovedaonica	NOUN	ispovedaonica	NOUN	ispovesti	NOUN	ispovest	NOUN	ispovedaonica	0	ispovedaonica	True	True	True
confide	VERB	poveriti	VERB	poveriti se	VERB	poveriti	VERB	poveriti	VERB	poveriti	0	poveriti	True	True	True
confidence	NOUN	poverenje	NOUN	poverenje	NOUN	poverenje	NOUN	poverenje	NOUN	poverenje	0	poverenje	True	True	True
confident	ADJ	samouveren	ADJ	samouveren	ADJ	samouveren	ADJ	samouveren	ADJ	samouveren	0	samouveren	True	True	True
confidential	ADJ	poverljiv	ADJ	poverljiv	ADJ	poverljiv	ADJ	poverljiv	ADJ	poverljiv	0	poverljiv	True	True	True
confidentially	ADV	poverljivo	ADV	poverljivo	ADV	poverljivo	ADV	poverljivo	ADJ	poverljivo	0	poverljivo	True	True	True
confine	VERB	ograničiti	VERB	ograničiti	VERB	ograničiti	VERB	ograničiti	VERB	ograničiti	0	ograničiti	True	True	True
confined	ADJ	zatvoren	ADJ	zatvoren	ADJ	ograničen	ADJ	ograničen	ADJ	zatvoren	0	zatvoren	True	True	True
confinement	NOUN	zatvaranje	NOUN	zatvaranje	NOUN	zatvor	NOUN	zatvor	NOUN	zatvaranje	0	zatvaranje	True	True	True
confirm	VERB	potvrditi	VERB	potvrditi	VERB	potvrditi	VERB	potvrditi	VERB	potvrditi	0	potvrditi	True	True	True
confirmation	NOUN	potvrda	NOUN	potvrda	NOUN	potvrda	NOUN	potvrda	NOUN	potvrda	0	potvrda	True	True	True
confirmed	ADJ	potvrđen	ADJ	potvrđen	ADJ	potvrđen	ADJ	potvrđen	ADJ	potvrđen	0	potvrđen	True	True	True
confiscate	ADJ	oduzet	ADJ	oduzet	ADJ	oduzeti	VERB	konfiskovati	VERB	oduzet	0	oduzet	True	True	True
confiscate	VERB	zapleniti	VERB	zapleniti	VERB	zapleniti	VERB	zapleniti	VERB	zapleniti	0	zapleniti	True	True	True
conflagration	NOUN	požar	NOUN	požar	NOUN	požar	NOUN	požar	NOUN	požar	0	požar	True	True	True
conflict	NOUN	sukob	NOUN	sukob	NOUN	sukob	NOUN	sukob	NOUN	sukob	0	sukob	True	True	True
conflict	VERB	sukobiti	VERB	sukobiti se	VERB	sukobiti se	VERB	sukobiti se	VERB	sukobiti	0	sukobiti	True	True	True
conformity	NOUN	usaglašenost	NOUN	usaglašenost	NOUN	pridržavanje	NOUN	usaglašenost	NOUN	usaglašenost	0	usaglašenost	True	True	True
confront	VERB	suočiti	VERB	suočiti se	VERB	suočiti se	VERB	suočiti se	VERB	suočiti	0	suočiti	True	True	True
confusion	NOUN	konfuzija	NOUN	konfuzija	NOUN	zbunjenost	NOUN	konfuzija	NOUN	konfuzija	0	konfuzija	True	True	True
conglomerate	ADJ	konglomeratni	ADJ	konglomeratni	ADJ	konglomeratni	ADJ	koncern	NOUN	konglomeratni	0		True	False	False
conglomerate	NOUN	konglomerat	NOUN	konglomerat	NOUN	konglomerat	NOUN	konglomerat	NOUN	konglomerat	0	konglomerat	True	True	True
conglomerate	VERB	konglomerisati	VERB	konglomerisati	VERB	konsolidovati	VERB	ujedinjavati	VERB	konglomerisati	0		True	False	False
congratulatory	ADJ	čestitarski	ADJ	čestitarski	ADJ	čestitke	NOUN	čestitajući	ADJ	čestitarski	0		True	False	False
congregation	NOUN	zajednica	NOUN	zajednica	NOUN	zajednica	NOUN	zajednica	NOUN	zajednica	0	zajednica	True	True	True
congress	NOUN	kongres	NOUN	kongres	NOUN	kongres	NOUN	kongres	NOUN	kongres	0	kongres	True	True	True
congressman	NOUN	kongresmen	NOUN	kongresmen	NOUN	kongresmen	NOUN	kongresmen	NOUN	kongresmen	0	kongresmen	True	True	True
congruence	NOUN	podudarnost	NOUN	podudarnost	NOUN	podudarnost	NOUN	kongruencija	NOUN	podudarnost	0	podudarnost	True	True	True
conjecture	NOUN	pretpostavka	NOUN	pretpostavka	NOUN	pretpostavka	NOUN	pretpostavka	NOUN	pretpostavka	0	pretpostavka	True	True	True
conjecture	VERB	pretpostaviti	VERB	pretpostaviti	VERB	pretpostaviti	VERB	pretpostaviti	VERB	pretpostaviti	0	pretpostaviti	True	True	True
conjure	VERB	čarati	VERB	čarati	VERB	izmamiti	VERB	izmamiti	VERB	čarati	0	čarati	True	True	True
connective	ADJ	veznik	ADJ	veznik	ADJ	poveziv	ADJ	povezujući	ADJ	veznik	0		True	False	False
connective	NOUN	veznik	NOUN	veznik	NOUN	veznik	NOUN	veznik	NOUN	veznik	0	veznik	True	True	True
connoisseur	NOUN	poznavalac	NOUN	poznavalac	NOUN	poznavalac	NOUN	poznavalac	NOUN	poznavalac	0	poznavalac	True	True	True
conquest	NOUN	osvajanje	NOUN	osvajanje	NOUN	osvajanje	NOUN	osvajanje	NOUN	osvajanje	0	osvajanje	True	True	True
conscience	NOUN	savest	NOUN	savest	NOUN	savest	NOUN	savest	NOUN	savest	0	savest	True	True	True
conscientious	ADJ	savesni	ADJ	savesni	ADJ	savesan	ADJ	savesan	ADJ	savesni	0	savestan	True	False	False
consecration	NOUN	posvećenje	NOUN	posvećenje	NOUN	posvećenje	NOUN	posvećenje	NOUN	posvećenje	0	posvećenje	True	True	True
consequent	ADJ	posledičan	ADJ	posledičan	ADJ	posledičan	ADJ	posledičan	ADJ	posledičan	0		True	False	False
conservation	NOUN	očuvanje	NOUN	očuvanje	NOUN	očuvanje	NOUN	zaštita prirode	NOUN	očuvanje	0	očuvanje	True	True	True
considerate	ADJ	obazriv	ADJ	obazriv	ADJ	obazriv	ADJ	obazriv	ADJ	obazriv	0	obazriv	True	True	True
consistency	NOUN	doslednost	NOUN	doslednost	NOUN	doslednost	NOUN	doslednost	NOUN	doslednost	0	doslednost	True	True	True
console	NOUN	konzola	NOUN	konzola	NOUN	utešiti	NOUN	konzola	NOUN	konzola	0	konzola	True	True	True
console	VERB	utešiti	VERB	utešiti	VERB	utešiti	VERB	utešiti	VERB	utešiti	0	utešiti	True	True	True
consort	NOUN	supružnik	NOUN	supružnik	NOUN	pridružiti se	NOUN	supružnik	NOUN	supružnik	0	supružnik	True	True	True
consort	VERB	udružiti	VERB	udružiti se	VERB	pridružiti se	VERB	udružiti se	VERB	udružiti	0	udružiti	True	True	True
conspiracy	NOUN	zavera	NOUN	zavera	NOUN	zavera	NOUN	zavera	NOUN	zavera	0	zavera	True	True	True
conspirator	NOUN	zaverenik	NOUN	zaverenik	NOUN	zaverenik	NOUN	zaverenik	NOUN	zaverenik	0	zaverenik	True	True	True
conspire	VERB	zaveriti	VERB	zaveriti se	VERB	zaveriti se	VERB	zaveriti se	VERB	zaveriti	0	zaveriti	True	True	True
constable	NOUN	konstabl	NOUN	konstabl	NOUN	pandur	NOUN	pandur	NOUN	konstabl	0		True	False	False
constancy	NOUN	postojanost	NOUN	postojanost	NOUN	postojanost	NOUN	postojanost	NOUN	postojanost	0	postojanost	True	True	True
constant	ADJ	konstantan	ADJ	konstantan	ADJ	konstantan	ADJ	konstantan	ADJ	konstantan	0	konstantan	True	True	True
constant	NOUN	konstanta	NOUN	konstanta	NOUN	konstanta	NOUN	konstanta	NOUN	konstanta	0	konstanta	True	True	True
constantly	ADV	stalno	ADV	stalno	ADV	stalno	ADV	konstantno	ADJ	stalno	0	stalno	True	True	True
consternation	NOUN	zbunjenost	NOUN	zbunjenost	NOUN	zaprepašćenje	NOUN	zaprepašćenje	NOUN	zbunjenost	0	zbunjenost	True	True	True
constipation	NOUN	opstipacija	NOUN	opstipacija	NOUN	opstipacija	NOUN	zatvor	NOUN	opstipacija	0	opstipacija	True	True	True
constitute	VERB	činiti	VERB	činiti	VERB	činiti	VERB	činiti	VERB	činiti	0	činiti	True	True	True
constitutional	ADJ	ustavni	ADJ	ustavni	ADJ	ustavni	ADJ	ustavan	ADJ	ustavni	0	ustavan	True	False	False
constitutional	NOUN	ustav	NOUN	ustavni	ADJ	ustav	NOUN	ustav	NOUN	ustav	0	ustav	True	True	True
constrain	VERB	ograničiti	VERB	ograničiti	VERB	prinuditi	VERB	prisiliti	VERB	ograničiti	0	ograničiti	True	True	True
constraint	NOUN	ograničenje	NOUN	ograničenje	NOUN	ograničenje	NOUN	ograničenje	NOUN	ograničenje	0	ograničenje	True	True	True
consul	NOUN	konzul	NOUN	konzul	NOUN	konzul	NOUN	konzul	NOUN	konzul	0	konzul	True	True	True
consult	VERB	konsultovati	VERB	konsultovati	VERB	konsultovati	VERB	konsultovati	VERB	konsultovati	0	konsultovati	True	True	True
contagion	NOUN	zaraza	NOUN	zaraza	NOUN	zaraza	NOUN	zaraza	NOUN	zaraza	0	zaraza	True	True	True
contagious	ADJ	zarazan	ADJ	zarazan	ADJ	zarazan	ADJ	zarazan	ADJ	zarazan	0	zarazan	True	True	True
contaminate	VERB	kontaminirati	VERB	kontaminirati	VERB	kontaminirati	VERB	kontaminirati	VERB	kontaminirati	0	kontaminirati	True	True	True
contaminated	ADJ	zagađen	ADJ	zagađen	ADJ	kontaminiran	ADJ	kontaminiran	ADJ	zagađen	0	zagađen	True	True	True
contamination	NOUN	zagađenje	NOUN	zagađenje	NOUN	kontaminacija	NOUN	kontaminacija	NOUN	zagađenje	0	zagađenje	True	True	True
contempt	NOUN	prezir	NOUN	prezir	NOUN	prezir	NOUN	prezir	NOUN	prezir	0	prezir	True	True	True
contemptible	ADJ	prezriv	ADJ	prezriv	ADJ	prezren	ADJ	prezren	ADJ	prezriv	0	prezriv	True	True	True
contemptuous	ADJ	prezriv	ADJ	prezriv	ADJ	prezriv	ADJ	prezriv	ADJ	prezriv	0	prezriv	True	True	True
content	ADJ	zadovoljan	ADJ	zadovoljan	ADJ	zadovoljan	ADJ	zadovoljan	ADJ	zadovoljan	0	zadovoljan	True	True	True
content	NOUN	sadržaj	NOUN	sadržaj	NOUN	sadržaj	NOUN	sadržaj	NOUN	sadržaj	0	sadržaj	True	True	True
content	VERB	zadovoljiti	VERB	zadovoljiti	VERB	zadovoljiti	VERB	zadovoljiti	VERB	zadovoljiti	0	zadovoljiti	True	True	True
contentious	ADJ	sporan	ADJ	sporan	ADJ	sporan	ADJ	sporan	ADJ	sporan	0	sporan	True	True	True
contingent	ADJ	kontingentni	ADJ	kontingentni	ADJ	zavisan	ADJ	kontingentan	ADJ	kontingentni	0	kontingentan	True	False	False
contingent	NOUN	kontingent	NOUN	kontingent	NOUN	kontingentan	NOUN	kontingent	NOUN	kontingent	0	kontingent	True	True	True
continuation	NOUN	nastavak	NOUN	nastavak	NOUN	nastavak	NOUN	nastavak	NOUN	nastavak	0	nastavak	True	True	True
continue	VERB	nastaviti	VERB	nastaviti	VERB	nastaviti	VERB	nastaviti	VERB	nastaviti	0	nastaviti	True	True	True
contraband	ADJ	krijumčarski	ADJ	krijumčarski	ADJ	krijumčarski	ADJ	krijumčarski	ADJ	krijumčarski	0	krijumčarski	True	True	True
contraband	NOUN	krijumčarenje	NOUN	krijumčarenje	NOUN	krijumčarenje	NOUN	kontraband	NOUN	krijumčarenje	0	krijumčarenje	True	True	True
contradict	VERB	protivrečiti	VERB	protivrečiti	VERB	protivrečiti	VERB	protivrečiti	VERB	protivrečiti	0	protivrečiti	True	True	True
contributor	NOUN	saradnik	NOUN	saradnik	NOUN	doprinosilac	NOUN	doprinosilac	NOUN	saradnik	0	saradnik	True	True	True
controversial	ADJ	kontroverzan	ADJ	kontroverzan	ADJ	kontroverzan	ADJ	kontroverzan	ADJ	kontroverzan	0	kontroverzan	True	True	True
convent	NOUN	manastir	NOUN	manastir	NOUN	manastir	NOUN	manastir	NOUN	manastir	0	manastir	True	True	True
convergence	NOUN	konvergencija	NOUN	konvergencija	NOUN	konvergencija	NOUN	konvergencija	NOUN	konvergencija	0	konvergencija	True	True	True
conveyancing	NOUN	prenos prava	MWE	prenos prava	NOUN	prenos prava	NOUN	prenos prava	NOUN	prenos prava	0		True	False	False
convict	NOUN	osuđenik	NOUN	osuđenik	NOUN	osuditi	NOUN	osuđenik	NOUN	osuđenik	0	osuđenik	True	True	True
convict	VERB	osuditi	VERB	osuditi	VERB	osuditi	VERB	osuditi	VERB	osuditi	0	osuditi	True	True	True
convince	VERB	ubediti	VERB	ubediti	VERB	ubediti	VERB	ubediti	VERB	ubediti	0	ubediti	True	True	True
convinced	ADJ	uveren	ADJ	uveren	ADJ	ubedjen	ADJ	ubedjen	ADJ	uveren	0	uveren	True	True	True
convincing	ADJ	ubedljiv	ADJ	ubedljiv	ADJ	ubedljiv	ADJ	ubedljiv	ADJ	ubedljiv	0	ubedljiv	True	True	True
coop	NOUN	kavez	NOUN	kavez	NOUN	kavez	NOUN	kokošinjac	NOUN	kavez	0	kavez	True	True	True
cooperating	VERB	saradnja	VERB	saradnja	VERB	saradnja	VERB	saradnja	NOUN	saradnja	0		True	False	False
cooperation	NOUN	saradnja	NOUN	saradnja	NOUN	saradnja	NOUN	saradnja	NOUN	saradnja	0	saradnja	True	True	True
cooperative	ADJ	kooperativan	ADJ	kooperativan	ADJ	kooperativan	ADJ	kooperativan	ADJ	kooperativan	0	kooperativan	True	True	True
cooperative	NOUN	kooperativa	NOUN	kooperativa	NOUN	kooperativan	NOUN	kooperativa	NOUN	kooperativa	0	kooperativa	True	True	True
cop	NOUN	policajac	NOUN	policajac	NOUN	pandur	NOUN	pandur	NOUN	policajac	0	policajac	True	True	True
cop	VERB	uhvatiti	VERB	uhvatiti	VERB	uhvatiti	VERB	uhvatiti	VERB	uhvatiti	0	uhvatiti	True	True	True
copycat	NOUN	imitator	NOUN	imitator	NOUN	imitator	NOUN	imitator	NOUN	imitator	0	imitator	True	True	True
coronation	NOUN	krunisanje	NOUN	krunisanje	NOUN	krunisanje	NOUN	krunisanje	NOUN	krunisanje	0	krunisanje	True	True	True
corporation	NOUN	korporacija	NOUN	korporacija	NOUN	korporacija	NOUN	korporacija	NOUN	korporacija	0	korporacija	True	True	True
corpse	NOUN	leš	NOUN	leš	NOUN	leš	NOUN	leš	NOUN	leš	0	leš	True	True	True
correctness	NOUN	tačnost	NOUN	tačnost	NOUN	ispravnost	NOUN	ispravnost	NOUN	tačnost	0	tačnost	True	True	True
correspondence	NOUN	korespondencija	NOUN	korespondencija	NOUN	korespondencija	NOUN	prepiska	NOUN	korespondencija	0	korespondencija	True	True	True
corroborate	VERB	potvrditi	VERB	potvrditi	VERB	potvrditi	VERB	potvrditi	VERB	potvrditi	0	potvrditi	True	True	True
corroboration	NOUN	potvrda	NOUN	potvrda	NOUN	potvrda	NOUN	potvrda	NOUN	potvrda	0	potvrda	True	True	True
corrosive	ADJ	korozivan	ADJ	korozivan	ADJ	korozivan	ADJ	korozivan	ADJ	korozivan	0	korozivan	True	True	True
corrosive	NOUN	korozivnost	NOUN	korozivnost	NOUN	koroziv	ADJ	koroziv	ADJ	korozivnost	0		True	False	False
corrupt	VERB	korumpirati	VERB	korumpirati	VERB	korumpirati	VERB	pokvariti	VERB	korumpirati	0	korumpirati	True	True	True
corrupting	ADJ	koruptivni	ADJ	koruptivni	ADJ	korumpirajući	ADJ	korumpirajući	ADJ	koruptivni	0	koruptivan	True	False	False
corruption	NOUN	korupcija	NOUN	korupcija	NOUN	korupcija	NOUN	korupcija	NOUN	korupcija	0	korupcija	True	True	True
corse	NOUN	mrtvac	NOUN	mrtvac	NOUN	truplo	NOUN	leš	NOUN	mrtvac	0	mrtvac	True	True	True
cosmopolitan	ADJ	kosmopolitski	ADJ	kosmopolitski	ADJ	kozmopolitski	ADJ	kozmopolitski	ADJ	kosmopolitski	0	kosmopolitski	True	True	True
cosmopolitan	NOUN	kozmopolita	NOUN	kozmopolita	NOUN	kosmopolita	NOUN	kosmopolita	NOUN	kozmopolita	0	kozmopolita	True	True	True
couch	NOUN	kauč	NOUN	kauč	NOUN	kauč	NOUN	kauč	NOUN	kauč	0	kauč	True	True	True
couch	VERB	postaviti	VERB	postaviti	VERB	smeštati	VERB	položiti	VERB	postaviti	0	postaviti	True	True	True
cough	NOUN	kašalj	NOUN	kašalj	NOUN	kašalj	NOUN	kašalj	NOUN	kašalj	0	kašalj	True	True	True
cough	VERB	kašljati	VERB	kašljati	VERB	kašljati	VERB	kašljati	VERB	kašljati	0	kašljati	True	True	True
council	NOUN	savet	NOUN	savet	NOUN	savet	NOUN	savet	NOUN	savet	0	savet	True	True	True
counsel	NOUN	savet	NOUN	savet	NOUN	savet	NOUN	savetnik	NOUN	savet	0	savet	True	True	True
counsel	VERB	savetovati	VERB	savetovati	VERB	savetovati	VERB	savetovati	VERB	savetovati	0	savetovati	True	True	True
counsellor	NOUN	savetnik	NOUN	savetnik	NOUN	savetnik	NOUN	savetnik	NOUN	savetnik	0	savetnik	True	True	True
counselor	NOUN	savetnik	NOUN	savetnik	NOUN	savetnik	NOUN	savetnik	NOUN	savetnik	0	savetnik	True	True	True
count	NOUN	broj	NOUN	broj	NOUN	broj	NOUN	broj	NOUN	broj	0	broj	True	True	True
count	VERB	brojati	VERB	brojati	VERB	brojati	VERB	brojati	VERB	brojati	0	brojati	True	True	True
countdown	NOUN	odbrojavanje	NOUN	odbrojavanje	NOUN	odbrojavanje	NOUN	odbrojavanje	NOUN	odbrojavanje	0	odbrojavanje	True	True	True
countryman	NOUN	zemljak	NOUN	zemljak	NOUN	zemljak	NOUN	seljak	NOUN	zemljak	0	zemljak	True	True	True
county	NOUN	okrug	NOUN	okrug	NOUN	okrug	NOUN	okrug	NOUN	okrug	0	okrug	True	True	True
coup	NOUN	udar	NOUN	udar	NOUN	udar	NOUN	puč	NOUN	udar	0	udar	True	True	True
courageous	ADJ	hrabar	ADJ	hrabar	ADJ	hrabar	ADJ	hrabar	ADJ	hrabar	0	hrabar	True	True	True
courier	NOUN	kurir	NOUN	kurir	NOUN	kurir	NOUN	kurir	NOUN	kurir	0	kurir	True	True	True
court	NOUN	sud	NOUN	sud	NOUN	sud	NOUN	sud	NOUN	sud	0	sud	True	True	True
court	VERB	suditi	VERB	suditi	VERB	suditi	VERB	suditi	VERB	suditi	0	suditi	True	True	True
courtship	NOUN	udvaranje	NOUN	udvaranje	NOUN	udvaranje	NOUN	udvaranje	NOUN	udvaranje	0	udvaranje	True	True	True
cove	NOUN	uvala	NOUN	uvala	NOUN	uvala	NOUN	uvala	NOUN	uvala	0	uvala	True	True	True
covenant	NOUN	savez	NOUN	savez	NOUN	savez	NOUN	zavet	NOUN	savez	0	savez	True	True	True
covenant	VERB	savezati	VERB	savezati	VERB	zavetovati se	VERB	ugovoriti	VERB	savezati	0		True	False	False
cover	NOUN	pokrivač	NOUN	pokrivač	NOUN	prekrivač	NOUN	pokrivač	NOUN	pokrivač	0	pokrivač	True	True	True
cover	VERB	prekriti	VERB	prekriti	VERB	pokrivati	VERB	pokriti	VERB	prekriti	0	prekriti	True	True	True
coward	NOUN	kukavica	NOUN	kukavica	NOUN	kukavica	NOUN	kukavica	NOUN	kukavica	0	kukavica	True	True	True
cowardice	NOUN	kukavičluk	NOUN	kukavičluk	NOUN	kukavičluk	NOUN	kukavičluk	NOUN	kukavičluk	0	kukavičluk	True	True	True
cowardly	ADJ	kukavički	ADJ	kukavički	ADJ	kukavički	ADJ	kukavički	ADJ	kukavički	0	kukavički	True	True	True
coy	ADJ	povučen	ADJ	povučen	ADJ	povučen	ADJ	sramežljiv	ADJ	povučen	0	povučen	True	True	True
coyote	NOUN	kojot	NOUN	kojot	NOUN	kojot	NOUN	kojot	NOUN	kojot	0		True	False	False
crabby	ADJ	ljutit	ADJ	ljutit	ADJ	loše raspoložen	ADJ	ljutit	ADJ	ljutit	0	ljutit	True	True	True
crack	VERB	napraviti pukotinu	MWE	napraviti pukotinu	VERB	puknuti	VERB	napraviti pukotinu	VERB	napraviti pukotinu	0		True	False	False
cracked	ADJ	napukao	ADJ	napukao	ADJ	napukao	ADJ	puknut	ADJ	napukao	0	napukao	True	True	True
cradle	NOUN	kolevka	NOUN	kolevka	NOUN	kolevka	NOUN	kolevka	NOUN	kolevka	0	kolevka	True	True	True
cradle	VERB	ljuljati	VERB	ljuljati	VERB	ljuljati	VERB	ljuljati	VERB	ljuljati	0	ljuljati	True	True	True
cramp	NOUN	grč	NOUN	grč	NOUN	grč	NOUN	grč	NOUN	grč	0	grč	True	True	True
cramp	VERB	grčiti	VERB	grčiti	VERB	grčiti	VERB	grčiti	VERB	grčiti	0	grčiti	True	True	True
cranky	ADJ	loše raspoložen	MWE	loše raspoložen	ADJ	mrzovoljan	ADJ	nervozan	ADJ	loše raspoložen	0		True	False	False
crap	NOUN	smeće	NOUN	smeće	NOUN	glupost	NOUN	glupost	NOUN	smeće	0	smeća	True	False	False
crap	VERB	srati	VERB	sranje	NOUN	sranje	NOUN	srati	VERB	srati	0	srati	True	True	True
craps	NOUN	kockanje	NOUN	kockanje	NOUN	kockanje	NOUN	igra na sreću	NOUN	kockanje	0	kockanje	True	True	True
crash	NOUN	sudar	NOUN	sudar	NOUN	sudar	NOUN	sudar	NOUN	sudar	0	sudar	True	True	True
crash	VERB	srušiti	VERB	srušiti se	VERB	udariti	VERB	sudariti se	VERB	srušiti	0	srušiti	True	True	True
crave	VERB	žudeti	VERB	žudeti	VERB	žudeti	VERB	žudeti	VERB	žudeti	0	žudeti	True	True	True
craving	NOUN	želja	NOUN	želja	NOUN	žudnja	NOUN	žudnja	NOUN	želja	0	želja	True	True	True
crawl	NOUN	puzanje	NOUN	puzanje	NOUN	puzati	VERB	puzanje	NOUN	puzanje	0	puzanje	True	True	True
crawl	VERB	pužati	VERB	pužati	VERB	pužiti se	VERB	pužati	VERB	pužati	0		True	False	False
craze	VERB	opčiniti	VERB	opčiniti	VERB	oduševljenje	NOUN	opčiniti	VERB	opčiniti	0	opčiniti	True	True	True
crazed	ADJ	poludeo	ADJ	poludeo	ADJ	poludeo	ADJ	poludeo	ADJ	poludeo	0	poludeo	True	True	True
crazy	ADJ	lud	ADJ	lud	ADJ	lud	ADJ	lud	ADJ	lud	0	lud	True	True	True
crazy	NOUN	ludilo	NOUN	ludilo	NOUN	ludilo	NOUN	ludak	NOUN	ludilo	0	ludilo	True	True	True
cream	NOUN	pavlaka	NOUN	pavlaka	NOUN	krema	NOUN	krem	NOUN	pavlaka	0	pavlaka	True	True	True
cream	VERB	umutiti	VERB	umutiti	VERB	krem	NOUN	umutiti	VERB	umutiti	0	umutiti	True	True	True
create	VERB	stvoriti	VERB	stvoriti	VERB	stvarati	VERB	stvoriti	VERB	stvoriti	0	stvoriti	True	True	True
creature	NOUN	stvorenje	NOUN	stvorenje	NOUN	stvorenje	NOUN	stvorenje	NOUN	stvorenje	0	stvorenje	True	True	True
credence	NOUN	verovanje	NOUN	verovanje	NOUN	verovanje	NOUN	verovanje	NOUN	verovanje	0	verovanje	True	True	True
credential	NOUN	akreditacija	NOUN	akreditacija	NOUN	akademski naziv	NOUN	akreditive	NOUN	akreditacija	0	akreditacija	True	True	True
credibility	NOUN	verodostojnost	NOUN	verodostojnost	NOUN	verodostojnost	NOUN	kredibilnost	NOUN	verodostojnost	0	verodostojnost	True	True	True
credible	ADJ	verodostojan	ADJ	verodostojan	ADJ	verodostojan	ADJ	verodostojan	ADJ	verodostojan	0	verodostojan	True	True	True
credit	NOUN	kredit	NOUN	kredit	NOUN	kredit	NOUN	kredit	NOUN	kredit	0	kredit	True	True	True
credit	VERB	pohvaliti	VERB	pohvaliti	VERB	priznati	VERB	pohvaliti	VERB	pohvaliti	0	pohvaliti	True	True	True
creditable	ADJ	zasluzan	ADJ	zasluzan	ADJ	počasno	ADJ	zaslugan	ADJ	zasluzan	0		True	False	False
creep	VERB	puzati	VERB	puzati	VERB	puzati	VERB	pužiti se	VERB	puzati	0	puzati	True	True	True
creeping	NOUN	puzanje	NOUN	puzanje	NOUN	puzanje	NOUN	puzanje	NOUN	puzanje	0	puzanje	True	True	True
cremation	NOUN	kremacija	NOUN	kremacija	NOUN	kremacija	NOUN	kremacija	NOUN	kremacija	0	kremacija	True	True	True
crescendo	ADJ			kresendo	NOUN	krescendo	NOUN	jačanje	NOUN		0		False	False	False
crescendo	NOUN	krescendo	NOUN	krescendo	NOUN	krescendo	NOUN	kulminacija	NOUN	krescendo	0		True	False	False
crescendo	VERB	pojačati	VERB	krescendo	NOUN	krescendo	NOUN	pojačati	VERB	pojačati	0	pojačati	True	True	True
crew	NOUN	posada	NOUN	posada	NOUN	posada	NOUN	posada	NOUN	posada	0	posada	True	True	True
crew	VERB	posaditi	VERB	osoblje	NOUN	posada	NOUN	posaditi	VERB	posaditi	0	posaditi	True	True	True
